Topic,Difficulty,Question,Tag1,Tag2,Tag3,Tag4,Correct Option,Explanation,Category,Doc URL,Video Search EN,Video Search HI,Video Search KN,Video Search TA,Video Search TE
GCP,Advanced,How does Cloud Endpoints differ from Apigee for API management?,Cloud Endpoints,Apigee,API management,API gateway,A,Endpoints is lightweight API gateway for Cloud Run/GKE; Apigee is full-featured API management platform for enterprises.,Networking,https://cloud.google.com/endpoints/docs/openapi/about-cloud-endpoints,https://youtube.com/results?search_query=gcp+endpoints+vs+apigee,https://youtube.com/results?search_query=gcp+endpoints+vs+apigee+hindi,https://youtube.com/results?search_query=gcp+endpoints+vs+apigee+kannada,https://youtube.com/results?search_query=gcp+endpoints+vs+apigee+tamil,https://youtube.com/results?search_query=gcp+endpoints+vs+apigee+telugu
GCP,Advanced,What is the purpose of Cloud Data Fusion and how does it simplify ETL pipeline development?,Data Fusion,ETL pipelines,Visual development,Data integration,A,Data Fusion provides visual ETL development with 150+ pre-built connectors and managed execution on Dataproc.,Data Analytics,https://cloud.google.com/data-fusion/docs/concepts/overview,https://youtube.com/results?search_query=gcp+data+fusion+etl,https://youtube.com/results?search_query=gcp+data+fusion+etl+hindi,https://youtube.com/results?search_query=gcp+data+fusion+etl+kannada,https://youtube.com/results?search_query=gcp+data+fusion+etl+tamil,https://youtube.com/results?search_query=gcp+data+fusion+etl+telugu
GCP,Advanced,How does Cloud Run Jobs differ from Cloud Run Services for batch processing?,Cloud Run Jobs,Batch processing,One-off tasks,Service execution,A,Cloud Run Jobs execute containers to completion for batch jobs; Services handle HTTP requests and scale to zero.,Compute,https://cloud.google.com/run/docs/create-jobs,https://youtube.com/results?search_query=gcp+cloud+run+jobs+vs+services,https://youtube.com/results?search_query=gcp+cloud+run+jobs+vs+services+hindi,https://youtube.com/results?search_query=gcp+cloud+run+jobs+vs+services+kannada,https://youtube.com/results?search_query=gcp+cloud+run+jobs+vs+services+tamil,https://youtube.com/results?search_query=gcp+cloud+run+jobs+vs+services+telugu
GCP,Advanced,What is the difference between Cloud Router's custom route advertisements and learned routes?,Cloud Router,BGP routes,Custom advertisements,Route learning,A,Custom routes are advertised to on-prem; learned routes are received from on-prem for dynamic routing updates.,Networking,https://cloud.google.com/router/docs/how-to/advertising-custom-routes,https://youtube.com/results?search_query=gcp+cloud+router+custom+routes,https://youtube.com/results?search_query=gcp+cloud+router+custom+routes+hindi,https://youtube.com/results?search_query=gcp+cloud+router+custom+routes+kannada,https://youtube.com/results?search_query=gcp+cloud+router+custom+routes+tamil,https://youtube.com/results?search_query=gcp+cloud+router+custom+routes+telugu
GCP,Advanced,How does Cloud Bigtable's replication differ from traditional database replication?,Bigtable,Replication clusters,Multi-cluster routing,Low latency,A,Bigtable uses replication clusters with application-level routing for low-latency reads and high availability.,Databases,https://cloud.google.com/bigtable/docs/replication-overview,https://youtube.com/results?search_query=gcp+bigtable+replication+architecture,https://youtube.com/results?search_query=gcp+bigtable+replication+architecture+hindi,https://youtube.com/results?search_query=gcp+bigtable+replication+architecture+kannada,https://youtube.com/results?search_query=gcp+bigtable+replication+architecture+tamil,https://youtube.com/results?search_query=gcp+bigtable+replication+architecture+telugu
GCP,Advanced,What is the purpose of Cloud Talent Solution and how does it use AI for job search?,Talent Solution,AI matching,Job search,Semantic search,A,Talent Solution uses AI for semantic job search, skill matching, and candidate ranking beyond keyword matching.,AI/ML,https://cloud.google.com/solutions/talent-solution,https://youtube.com/results?search_query=gcp+talent+solution+ai,https://youtube.com/results?search_query=gcp+talent+solution+ai+hindi,https://youtube.com/results?search_query=gcp+talent+solution+ai+kannada,https://youtube.com/results?search_query=gcp+talent+solution+ai+tamil,https://youtube.com/results?search_query=gcp+talent+solution+ai+telugu
GCP,Advanced,How does Cloud Monitoring's SLO-based alerting differ from metric-based alerting?,Cloud Monitoring,SLO alerting,Service reliability,Burn rate,A,SLO alerting uses error budget burn rate; metric alerting triggers on threshold breaches for individual metrics.,Monitoring,https://cloud.google.com/blog/products/management-tools/slo-based-alerting,https://youtube.com/results?search_query=gcp+monitoring+slo+alerting,https://youtube.com/results?search_query=gcp+monitoring+slo+alerting+hindi,https://youtube.com/results?search_query=gcp+monitoring+slo+alerting+kannada,https://youtube.com/results?search_query=gcp+monitoring+slo+alerting+tamil,https://youtube.com/results?search_query=gcp+monitoring+slo+alerting+telugu
GCP,Advanced,What is the difference between Cloud SQL's private IP and public IP connectivity?,Cloud SQL,Private IP,Public IP,Network isolation,A,Private IP uses VPC peering for isolated network; public IP allows internet access with authorized networks.,Databases,https://cloud.google.com/sql/docs/mysql/private-ip,https://youtube.com/results?search_query=gcp+cloud+sql+private+vs+public+ip,https://youtube.com/results?search_query=gcp+cloud+sql+private+vs+public+ip+hindi,https://youtube.com/results?search_query=gcp+cloud+sql+private+vs+public+ip+kannada,https://youtube.com/results?search_query=gcp+cloud+sql+private+vs+public+ip+tamil,https://youtube.com/results?search_query=gcp+cloud+sql+private+vs+public+ip+telugu
GCP,Advanced,How does Cloud Build's build triggers differ from manual builds for CI/CD?,Cloud Build,Triggers,Automated builds,Event-driven,A,Build triggers automatically start builds on code changes, webhooks, or schedules; manual builds require explicit initiation.,CI/CD,https://cloud.google.com/build/docs/automating-builds/create-manage-triggers,https://youtube.com/results?search_query=gcp+cloud+build+triggers,https://youtube.com/results?search_query=gcp+cloud+build+triggers+hindi,https://youtube.com/results?search_query=gcp+cloud+build+triggers+kannada,https://youtube.com/results?search_query=gcp+cloud+build+triggers+tamil,https://youtube.com/results?search_query=gcp+cloud+build+triggers+telugu
GCP,Advanced,What is the purpose of Cloud Healthcare API and how does it handle healthcare data?,Healthcare API,FHIR standards,Medical data,Compliance,A,Healthcare API manages healthcare data using FHIR/HL7 standards with built-in consent management and audit trails.,Healthcare,https://cloud.google.com/healthcare-api/docs/concepts/overview,https://youtube.com/results?search_query=gcp+healthcare+api+medical+data,https://youtube.com/results?search_query=gcp+healthcare+api+medical+data+hindi,https://youtube.com/results?search_query=gcp+healthcare+api+medical+data+kannada,https://youtube.com/results?search_query=gcp+healthcare+api+medical+data+tamil,https://youtube.com/results?search_query=gcp+healthcare+api+medical+data+telugu
GCP,Advanced,How does Cloud Dataflow's streaming engine differ from batch processing engine?,Dataflow,Streaming engine,Unified model,Real-time processing,A,Streaming engine provides lower latency, autoscaling, and exactly-once processing for streaming pipelines.,Data Analytics,https://cloud.google.com/dataflow/docs/guides/deploying-a-pipeline#streaming-engine,https://youtube.com/results?search_query=gcp+dataflow+streaming+engine,https://youtube.com/results?search_query=gcp+dataflow+streaming+engine+hindi,https://youtube.com/results?search_query=gcp+dataflow+streaming+engine+kannada,https://youtube.com/results?search_query=gcp+dataflow+streaming+engine+tamil,https://youtube.com/results?search_query=gcp+dataflow+streaming+engine+telugu
GCP,Advanced,What is the difference between Cloud DNS's public and private zones?,Cloud DNS,Public zones,Private zones,DNS resolution,A,Public zones resolve internet DNS; private zones resolve internal names within VPC networks only.,Networking,https://cloud.google.com/dns/docs/overview,https://youtube.com/results?search_query=gcp+cloud+dns+public+vs+private,https://youtube.com/results?search_query=gcp+cloud+dns+public+vs+private+hindi,https://youtube.com/results?search_query=gcp+cloud+dns+public+vs+private+kannada,https://youtube.com/results?search_query=gcp+cloud+dns+public+vs+private+tamil,https://youtube.com/results?search_query=gcp+cloud+dns+public+vs+private+telugu
GCP,Advanced,How does Cloud Vision API's object localization differ from object detection?,Vision API,Object localization,Bounding boxes,Image analysis,A,Localization provides bounding boxes for detected objects; detection identifies objects without precise location.,AI/ML,https://cloud.google.com/vision/docs/object-localization,https://youtube.com/results?search_query=gcp+vision+api+localization+vs+detection,https://youtube.com/results?search_query=gcp+vision+api+localization+vs+detection+hindi,https://youtube.com/results?search_query=gcp+vision+api+localization+vs+detection+kannada,https://youtube.com/results?search_query=gcp+vision+api+localization+vs+detection+tamil,https://youtube.com/results?search_query=gcp+vision+api+localization+vs+detection+telugu
GCP,Advanced,What is the purpose of Cloud Asset Inventory and how does it track resource metadata?,Asset Inventory,Resource tracking,Metadata discovery,Configuration management,A,Asset Inventory catalogs GCP resource metadata and relationships for security, compliance, and management.,Governance,https://cloud.google.com/asset-inventory/docs/overview,https://youtube.com/results?search_query=gcp+asset+inventory+tracking,https://youtube.com/results?search_query=gcp+asset+inventory+tracking+hindi,https://youtube.com/results?search_query=gcp+asset+inventory+tracking+kannada,https://youtube.com/results?search_query=gcp+asset+inventory+tracking+tamil,https://youtube.com/results?search_query=gcp+asset+inventory+tracking+telugu
GCP,Advanced,How does Cloud Run's min-instances setting affect cold start performance?,Cloud Run,Min instances,Cold starts,Always ready,A,Min-instances keeps specified containers always warm, eliminating cold starts but incurring continuous costs.,Compute,https://cloud.google.com/run/docs/configuring/min-instances,https://youtube.com/results?search_query=gcp+cloud+run+min+instances+cold+starts,https://youtube.com/results?search_query=gcp+cloud+run+min+instances+cold+starts+hindi,https://youtube.com/results?search_query=gcp+cloud+run+min+instances+cold+starts+kannada,https://youtube.com/results?search_query=gcp+cloud+run+min+instances+cold+starts+tamil,https://youtube.com/results?search_query=gcp+cloud+run+min+instances+cold+starts+telugu
GCP,Advanced,What is the difference between Cloud Storage's uniform and fine-grained bucket ACLs?,Cloud Storage,Bucket ACLs,Uniform access,Fine-grained,A,Uniform bucket-level IAM applies to all objects; fine-grained ACLs allow per-object permissions (legacy).,Storage,https://cloud.google.com/storage/docs/uniform-bucket-level-access,https://youtube.com/results?search_query=gcp+storage+uniform+vs+fine+grained+acls,https://youtube.com/results?search_query=gcp+storage+uniform+vs+fine+grained+acls+hindi,https://youtube.com/results?search_query=gcp+storage+uniform+vs+fine+grained+acls+kannada,https://youtube.com/results?search_query=gcp+storage+uniform+vs+fine+grained+acls+tamil,https://youtube.com/results?search_query=gcp+storage+uniform+vs+fine+grained+acls+telugu
GCP,Advanced,How does Cloud Speech-to-Text's enhanced models differ from standard models?,Speech-to-Text,Enhanced models,Audio processing,Accurate transcription,A,Enhanced models use Google's latest ML for better accuracy with specific domains like phone calls or video.,AI/ML,https://cloud.google.com/speech-to-text/docs/enhanced-models,https://youtube.com/results?search_query=gcp+speech+enhanced+models,https://youtube.com/results?search_query=gcp+speech+enhanced+models+hindi,https://youtube.com/results?search_query=gcp+speech+enhanced+models+kannada,https://youtube.com/results?search_query=gcp+speech+enhanced+models+tamil,https://youtube.com/results?search_query=gcp+speech+enhanced+models+telugu
GCP,Advanced,What is the purpose of Cloud Deployment Manager and how does it differ from Terraform?,Deployment Manager,Infrastructure as code,Template-based,Terraform comparison,A,Deployment Manager uses YAML templates for GCP-only deployments; Terraform supports multi-cloud with HCL.,Management,https://cloud.google.com/deployment-manager/docs,https://youtube.com/results?search_query=gcp+deployment+manager+vs+terraform,https://youtube.com/results?search_query=gcp+deployment+manager+vs+terraform+hindi,https://youtube.com/results?search_query=gcp+deployment+manager+vs+terraform+kannada,https://youtube.com/results?search_query=gcp+deployment+manager+vs+terraform+tamil,https://youtube.com/results?search_query=gcp+deployment+manager+vs+terraform+telugu
GCP,Advanced,How does Cloud Memorystore's AUTH feature enhance Redis security?,Memorystore,AUTH,Redis security,Authentication,A,AUTH enables Redis password authentication for client connections, adding security layer to in-memory data store.,Security,https://cloud.google.com/memorystore/docs/redis/auth-enable,https://youtube.com/results?search_query=gcp+memorystore+redis+auth,https://youtube.com/results?search_query=gcp+memorystore+redis+auth+hindi,https://youtube.com/results?search_query=gcp+memorystore+redis+auth+kannada,https://youtube.com/results?search_query=gcp+memorystore+redis+auth+tamil,https://youtube.com/results?search_query=gcp+memorystore+redis+auth+telugu
GCP,Advanced,What is the difference between Cloud SQL's failover replicas and read replicas?,Cloud SQL,Failover replicas,Read replicas,High availability,A,Failover replicas provide automatic HA with synchronous replication; read replicas are async for read scaling.,Databases,https://cloud.google.com/sql/docs/mysql/replication,https://youtube.com/results?search_query=gcp+cloud+sql+failover+vs+read+replicas,https://youtube.com/results?search_query=gcp+cloud+sql+failover+vs+read+replicas+hindi,https://youtube.com/results?search_query=gcp+cloud+sql+failover+vs+read+replicas+kannada,https://youtube.com/results?search_query=gcp+cloud+sql+failover+vs+read+replicas+tamil,https://youtube.com/results?search_query=gcp+cloud+sql+failover+vs+read+replicas+telugu
GCP,Advanced,How does Cloud IoT Core's device registry differ from device manager for IoT devices?,IoT Core,Device registry,Device management,MQTT broker,A,Device registry stores device metadata and credentials; device manager handles device state and configuration.,IoT,https://cloud.google.com/iot/docs/concepts/devices,https://youtube.com/results?search_query=gcp+iot+core+device+registry,https://youtube.com/results?search_query=gcp+iot+core+device+registry+hindi,https://youtube.com/results?search_query=gcp+iot+core+device+registry+kannada,https://youtube.com/results?search_query=gcp+iot+core+device+registry+tamil,https://youtube.com/results?search_query=gcp+iot+core+device+registry+telugu
GCP,Advanced,What is the purpose of Cloud Natural Language's entity sentiment analysis?,Natural Language,Entity sentiment,Text analysis,Opinion mining,A,Entity sentiment detects sentiment (positive/negative) about specific entities mentioned in text, not just overall sentiment.,AI/ML,https://cloud.google.com/natural-language/docs/analyzing-entity-sentiment,https://youtube.com/results?search_query=gcp+natural+language+entity+sentiment,https://youtube.com/results?search_query=gcp+natural+language+entity+sentiment+hindi,https://youtube.com/results?search_query=gcp+natural+language+entity+sentiment+kannada,https://youtube.com/results?search_query=gcp+natural+language+entity+sentiment+tamil,https://youtube.com/results?search_query=gcp+natural+language+entity+sentiment+telugu
GCP,Advanced,How does Cloud Storage Transfer Service differ from gsutil for data migration?,Storage Transfer Service,Bulk migration,Scheduled transfers,gsutil comparison,A,Transfer Service provides managed bulk transfers with scheduling; gsutil is command-line for manual operations.,Storage,https://cloud.google.com/storage-transfer/docs/overview,https://youtube.com/results?search_query=gcp+storage+transfer+vs+gsutil,https://youtube.com/results?search_query=gcp+storage+transfer+vs+gsutil+hindi,https://youtube.com/results?search_query=gcp+storage+transfer+vs+gsutil+kannada,https://youtube.com/results?search_query=gcp+storage+transfer+vs+gsutil+tamil,https://youtube.com/results?search_query=gcp+storage+transfer+vs+gsutil+telugu
GCP,Advanced,What is the difference between Cloud Scheduler's retry configuration and Pub/Sub's retry policy?,Cloud Scheduler,Retry configuration,Job retries,Exponential backoff,A,Scheduler retries failed HTTP jobs with exponential backoff; Pub/Sub retries message delivery with acknowledgment deadline.,Compute,https://cloud.google.com/scheduler/docs/retrying-failed-jobs,https://youtube.com/results?search_query=gcp+scheduler+vs+pubsub+retry,https://youtube.com/results?search_query=gcp+scheduler+vs+pubsub+retry+hindi,https://youtube.com/results?search_query=gcp+scheduler+vs+pubsub+retry+kannada,https://youtube.com/results?search_query=gcp+scheduler+vs+pubsub+retry+tamil,https://youtube.com/results?search_query=gcp+scheduler+vs+pubsub+retry+telugu
GCP,Advanced,How does Cloud Build's machine type selection affect build performance?,Cloud Build,Machine types,Build performance,Parallel execution,A,Machine types (N1, N2, E2, C2) provide different CPU/memory configurations affecting build speed and parallelism.,CI/CD,https://cloud.google.com/build/docs/build-configuration-file-schema#machine_type,https://youtube.com/results?search_query=gcp+cloud+build+machine+types,https://youtube.com/results?search_query=gcp+cloud+build+machine+types+hindi,https://youtube.com/results?search_query=gcp+cloud+build+machine+types+kannada,https://youtube.com/results?search_query=gcp+cloud+build+machine+types+tamil,https://youtube.com/results?search_query=gcp+cloud+build+machine+types+telugu
GCP,Advanced,What is the purpose of Cloud Dataflow's flex templates and how do they improve pipeline portability?,Dataflow,Flex templates,Pipeline portability,Template versioning,A,Flex templates package pipelines as Docker images for version control, sharing, and execution across environments.,Data Analytics,https://cloud.google.com/dataflow/docs/concepts/dataflow-templates,https://youtube.com/results?search_query=gcp+dataflow+flex+templates,https://youtube.com/results?search_query=gcp+dataflow+flex+templates+hindi,https://youtube.com/results?search_query=gcp+dataflow+flex+templates+kannada,https://youtube.com/results?search_query=gcp+dataflow+flex+templates+tamil,https://youtube.com/results?search_query=gcp+dataflow+flex+templates+telugu
GCP,Advanced,How does Cloud Run's CPU throttling affect background processing workloads?,Cloud Run,CPU throttling,Background processing,Request-based,A,Cloud Run throttles CPU between requests, limiting background processing; use Cloud Run Jobs for CPU-intensive work.,Compute,https://cloud.google.com/run/docs/tips/general#background-processing,https://youtube.com/results?search_query=gcp+cloud+run+cpu+throttling,https://youtube.com/results?search_query=gcp+cloud+run+cpu+throttling+hindi,https://youtube.com/results?search_query=gcp+cloud+run+cpu+throttling+kannada,https://youtube.com/results?search_query=gcp+cloud+run+cpu+throttling+tamil,https://youtube.com/results?search_query=gcp+cloud+run+cpu+throttling+telugu
GCP,Advanced,What is the difference between Cloud Monitoring's metrics explorer and dashboards?,Cloud Monitoring,Metrics explorer,Dashboards,Data visualization,A,Metrics explorer is for ad-hoc metric analysis; dashboards provide curated views with multiple charts and metrics.,Monitoring,https://cloud.google.com/monitoring/charts/metrics-explorer,https://youtube.com/results?search_query=gcp+monitoring+metrics+explorer+vs+dashboards,https://youtube.com/results?search_query=gcp+monitoring+metrics+explorer+vs+dashboards+hindi,https://youtube.com/results?search_query=gcp+monitoring+metrics+explorer+vs+dashboards+kannada,https://youtube.com/results?search_query=gcp+monitoring+metrics+explorer+vs+dashboards+tamil,https://youtube.com/results?search_query=gcp+monitoring+metrics+explorer+vs+dashboards+telugu
GCP,Advanced,How does Cloud SQL's automatic storage increase differ from manual storage management?,Cloud SQL,Storage auto-increase,Storage management,Capacity planning,A,Automatic storage increase adds space when nearing capacity; manual requires monitoring and explicit resizing.,Databases,https://cloud.google.com/sql/docs/mysql/instance-settings#automatic-storage-increase,https://youtube.com/results?search_query=gcp+cloud+sql+storage+auto+increase,https://youtube.com/results?search_query=gcp+cloud+sql+storage+auto+increase+hindi,https://youtube.com/results?search_query=gcp+cloud+sql+storage+auto+increase+kannada,https://youtube.com/results?search_query=gcp+cloud+sql+storage+auto+increase+tamil,https://youtube.com/results?search_query=gcp+cloud+sql+storage+auto+increase+telugu
GCP,Advanced,What is the purpose of Cloud Trace and how does it analyze latency in distributed systems?,Cloud Trace,Latency analysis,Distributed tracing,Performance profiling,A,Cloud Trace collects latency data from applications to visualize performance bottlenecks in distributed systems.,Monitoring,https://cloud.google.com/trace/docs/overview,https://youtube.com/results?search_query=gcp+cloud+trace+latency+analysis,https://youtube.com/results?search_query=gcp+cloud+trace+latency+analysis+hindi,https://youtube.com/results?search_query=gcp+cloud+trace+latency+analysis+kannada,https://youtube.com/results?search_query=gcp+cloud+trace+latency+analysis+tamil,https://youtube.com/results?search_query=gcp+cloud+trace+latency+analysis+telugu
GCP,Advanced,How does Cloud Build's build artifacts differ from Cloud Storage for artifact storage?,Cloud Build,Artifact registry,Cloud Storage,Build outputs,A,Build artifacts stored in Artifact Registry with versioning and vulnerability scanning; Cloud Storage is generic storage.,CI/CD,https://cloud.google.com/build/docs/build-artifacts,https://youtube.com/results?search_query=gcp+cloud+build+artifacts+storage,https://youtube.com/results?search_query=gcp+cloud+build+artifacts+storage+hindi,https://youtube.com/results?search_query=gcp+cloud+build+artifacts+storage+kannada,https://youtube.com/results?search_query=gcp+cloud+build+artifacts+storage+tamil,https://youtube.com/results?search_query=gcp+cloud+build+artifacts+storage+telugu
GCP,Advanced,What is the difference between Cloud Run's CPU allocation and memory allocation models?,Cloud Run,CPU allocation,Memory allocation,Resource scaling,A,CPU scales with concurrency settings; memory is provisioned per container instance and affects scaling decisions.,Compute,https://cloud.google.com/run/docs/configuring/cpu,https://youtube.com/results?search_query=gcp+cloud+run+cpu+memory+allocation,https://youtube.com/results?search_query=gcp+cloud+run+cpu+memory+allocation+hindi,https://youtube.com/results?search_query=gcp+cloud+run+cpu+memory+allocation+kannada,https://youtube.com/results?search_query=gcp+cloud+run+cpu+memory+allocation+tamil,https://youtube.com/results?search_query=gcp+cloud+run+cpu+memory+allocation+telugu
GCP,Advanced,How does Cloud Data Catalog's tag templates enable custom metadata management?,Data Catalog,Tag templates,Custom metadata,Schema definition,A,Tag templates define custom metadata schemas that can be attached to data assets for enriched discovery.,Data Analytics,https://cloud.google.com/data-catalog/docs/tags-and-tag-templates,https://youtube.com/results?search_query=gcp+data+catalog+tag+templates,https://youtube.com/results?search_query=gcp+data+catalog+tag+templates+hindi,https://youtube.com/results?search_query=gcp+data+catalog+tag+templates+kannada,https://youtube.com/results?search_query=gcp+data+catalog+tag+templates+tamil,https://youtube.com/results?search_query=gcp+data+catalog+tag+templates+telugu
GCP,Advanced,What is the purpose of Cloud Profiler and how does it identify performance bottlenecks?,Cloud Profiler,CPU profiling,Performance analysis,Code optimization,A,Cloud Profiler collects CPU and memory profiles from production applications to identify optimization opportunities.,Monitoring,https://cloud.google.com/profiler/docs/about-profiler,https://youtube.com/results?search_query=gcp+cloud+profiler+performance,https://youtube.com/results?search_query=gcp+cloud+profiler+performance+hindi,https://youtube.com/results?search_query=gcp+cloud+profiler+performance+kannada,https://youtube.com/results?search_query=gcp+cloud+profiler+performance+tamil,https://youtube.com/results?search_query=gcp+cloud+profiler+performance+telugu
GCP,Advanced,How does Cloud Storage's retention policies differ from holds for compliance data retention?,Cloud Storage,Retention policies,Holds,Compliance locks,A,Retention policies set minimum retention periods; holds (legal/event-based) prevent deletion until released.,Storage,https://cloud.google.com/storage/docs/bucket-lock,https://youtube.com/results?search_query=gcp+storage+retention+vs+holds,https://youtube.com/results?search_query=gcp+storage+retention+vs+holds+hindi,https://youtube.com/results?search_query=gcp+storage+retention+vs+holds+kannada,https://youtube.com/results?search_query=gcp+storage+retention+vs+holds+tamil,https://youtube.com/results?search_query=gcp+storage+retention+vs+holds+telugu
GCP,Advanced,What is the difference between Cloud IAM's predefined roles and custom roles?,IAM,Predefined roles,Custom roles,Permission granularity,A,Predefined roles are Google-managed with broad permissions; custom roles allow fine-grained permission combinations.,IAM,https://cloud.google.com/iam/docs/understanding-roles,https://youtube.com/results?search_query=gcp+iam+predefined+vs+custom+roles,https://youtube.com/results?search_query=gcp+iam+predefined+vs+custom+roles+hindi,https://youtube.com/results?search_query=gcp+iam+predefined+vs+custom+roles+kannada,https://youtube.com/results?search_query=gcp+iam+predefined+vs+custom+roles+tamil,https://youtube.com/results?search_query=gcp+iam+predefined+vs+custom+roles+telugu
GCP,Advanced,How does Cloud Run's request timeout setting affect long-running operations?,Cloud Run,Request timeout,Long-running operations,Background processing,A,Request timeout (max 60min) limits request duration; use asynchronous processing or Cloud Run Jobs for longer tasks.,Compute,https://cloud.google.com/run/docs/configuring/request-timeout,https://youtube.com/results?search_query=gcp+cloud+run+request+timeout,https://youtube.com/results?search_query=gcp+cloud+run+request+timeout+hindi,https://youtube.com/results?search_query=gcp+cloud+run+request+timeout+kannada,https://youtube.com/results?search_query=gcp+cloud+run+request+timeout+tamil,https://youtube.com/results?search_query=gcp+cloud+run+request+timeout+telugu
GCP,Advanced,What is the purpose of Cloud Dataflow's side inputs and how do they enrich pipeline processing?,Dataflow,Side inputs,Broadcast variables,Data enrichment,A,Side inputs allow pipelines to read additional data (lookup tables, configs) to enrich main data processing.,Data Analytics,https://cloud.google.com/dataflow/docs/guides/side-inputs,https://youtube.com/results?search_query=gcp+dataflow+side+inputs,https://youtube.com/results?search_query=gcp+dataflow+side+inputs+hindi,https://youtube.com/results?search_query=gcp+dataflow+side+inputs+kannada,https://youtube.com/results?search_query=gcp+dataflow+side+inputs+tamil,https://youtube.com/results?search_query=gcp+dataflow+side+inputs+telugu
GCP,Advanced,How does Cloud Memorystore's maintenance windows affect Redis availability?,Memorystore,Maintenance windows,Scheduled maintenance,Availability,A,Maintenance windows allow scheduling updates during low-traffic periods to minimize impact on Redis availability.,Databases,https://cloud.google.com/memorystore/docs/redis/scheduling-maintenance,https://youtube.com/results?search_query=gcp+memorystore+maintenance+windows,https://youtube.com/results?search_query=gcp+memorystore+maintenance+windows+hindi,https://youtube.com/results?search_query=gcp+memorystore+maintenance+windows+kannada,https://youtube.com/results?search_query=gcp+memorystore+maintenance+windows+tamil,https://youtube.com/results?search_query=gcp+memorystore+maintenance+windows+telugu
GCP,Advanced,What is the difference between Cloud CDN's signed URLs and signed cookies for content protection?,Cloud CDN,Signed URLs,Signed cookies,Content authorization,A,Signed URLs grant access to specific objects; signed cookies grant access to multiple objects without URL modification.,Networking,https://cloud.google.com/cdn/docs/using-signed-urls,https://youtube.com/results?search_query=gcp+cdn+signed+urls+vs+cookies,https://youtube.com/results?search_query=gcp+cdn+signed+urls+vs+cookies+hindi,https://youtube.com/results?search_query=gcp+cdn+signed+urls+vs+cookies+kannada,https://youtube.com/results?search_query=gcp+cdn+signed+urls+vs+cookies+tamil,https://youtube.com/results?search_query=gcp+cdn+signed+urls+vs+cookies+telugu
