Topic,Difficulty,Question,Tag1,Tag2,Tag3,Tag4,Correct Option,Explanation,Category,Doc URL,Video Search EN,Video Search HI,Video Search KN,Video Search TA,Video Search TE
GCP,Advanced,How does Cloud Build's build steps parallelism improve build performance?,Cloud Build,Parallel steps,Build optimization,Concurrent execution,A,Parallel steps execute independent build steps concurrently, reducing total build time for multi-stage pipelines.,CI/CD,https://cloud.google.com/build/docs/configuring-builds/configure-build-step-order,https://youtube.com/results?search_query=gcp+cloud+build+parallel+steps,https://youtube.com/results?search_query=gcp+cloud+build+parallel+steps+hindi,https://youtube.com/results?search_query=gcp+cloud+build+parallel+steps+kannada,https://youtube.com/results?search_query=gcp+cloud+build+parallel+steps+tamil,https://youtube.com/results?search_query=gcp+cloud+build+parallel+steps+telugu
GCP,Advanced,What is the purpose of Cloud Data Loss Prevention's de-identification techniques?,DLP,De-identification,Data masking,Privacy protection,A,DLP provides de-identification methods like masking, tokenization, and bucketing to protect sensitive data.,Security,https://cloud.google.com/dlp/docs/transformation-reference,https://youtube.com/results?search_query=gcp+dlp+de+identification,https://youtube.com/results?search_query=gcp+dlp+de+identification+hindi,https://youtube.com/results?search_query=gcp+dlp+de+identification+kannada,https://youtube.com/results?search_query=gcp+dlp+de+identification+tamil,https://youtube.com/results?search_query=gcp+dlp+de+identification+telugu
GCP,Advanced,How does Cloud Run's CPU always allocated differ from request-based allocation?,Cloud Run,CPU allocation,Always allocated,Background CPU,A,Always allocated CPU provides continuous CPU for background tasks; request-based only allocates during requests.,Compute,https://cloud.google.com/run/docs/configuring/cpu-allocation,https://youtube.com/results?search_query=gcp+cloud+run+cpu+always+allocated,https://youtube.com/results?search_query=gcp+cloud+run+cpu+always+allocated+hindi,https://youtube.com/results?search_query=gcp+cloud+run+cpu+always+allocated+kannada,https://youtube.com/results?search_query=gcp+cloud+run+cpu+always+allocated+tamil,https://youtube.com/results?search_query=gcp+cloud+run+cpu+always+allocated+telugu
GCP,Advanced,What is the difference between Cloud Monitoring's uptime check regions and global monitoring?,Cloud Monitoring,Uptime regions,Global checks,Regional availability,A,Uptime check regions specify locations for synthetic monitoring; global monitoring aggregates across all regions.,Monitoring,https://cloud.google.com/monitoring/uptime-checks/managing-uptime-checks#regions,https://youtube.com/results?search_query=gcp+monitoring+uptime+regions,https://youtube.com/results?search_query=gcp+monitoring+uptime+regions+hindi,https://youtube.com/results?search_query=gcp+monitoring+uptime+regions+kannada,https://youtube.com/results?search_query=gcp+monitoring+uptime+regions+tamil,https://youtube.com/results?search_query=gcp+monitoring+uptime+regions+telugu
GCP,Advanced,How does Cloud SQL's instance cloning differ from backup restoration?,Cloud SQL,Instance cloning,Backup restore,Point-in-time copy,A,Cloning creates new instance from source's data and configuration; restore creates instance from backup.,Databases,https://cloud.google.com/sql/docs/mysql/clone-instance,https://youtube.com/results?search_query=gcp+cloud+sql+cloning+vs+restore,https://youtube.com/results?search_query=gcp+cloud+sql+cloning+vs+restore+hindi,https://youtube.com/results?search_query=gcp+cloud+sql+cloning+vs+restore+kannada,https://youtube.com/results?search_query=gcp+cloud+sql+cloning+vs+restore+tamil,https://youtube.com/results?search_query=gcp+cloud+sql+cloning+vs+restore+telugu
GCP,Advanced,What is the purpose of Cloud Build's build substitutions and how do they parameterize builds?,Cloud Build,Substitutions,Build parameters,Variable replacement,A,Substitutions replace variables in build configuration files, enabling parameterized builds for different environments.,CI/CD,https://cloud.google.com/build/docs/configuring-builds/substitute-variable-values,https://youtube.com/results?search_query=gcp+cloud+build+substitutions,https://youtube.com/results?search_query=gcp+cloud+build+substitutions+hindi,https://youtube.com/results?search_query=gcp+cloud+build+substitutions+kannada,https://youtube.com/results?search_query=gcp+cloud+build+substitutions+tamil,https://youtube.com/results?search_query=gcp+cloud+build+substitutions+telugu
GCP,Advanced,How does Cloud Run's container instance startup probe differ from readiness probe?,Cloud Run,Startup probe,Readiness probe,Container health,A,Startup probe checks container initialization; readiness probe checks if container can serve requests after startup.,Compute,https://cloud.google.com/run/docs/configuring/healthchecks,https://youtube.com/results?search_query=gcp+cloud+run+startup+vs+readiness+probe,https://youtube.com/results?search_query=gcp+cloud+run+startup+vs+readiness+probe+hindi,https://youtube.com/results?search_query=gcp+cloud+run+startup+vs+readiness+probe+kannada,https://youtube.com/results?search_query=gcp+cloud+run+startup+vs+readiness+probe+tamil,https://youtube.com/results?search_query=gcp+cloud+run+startup+vs+readiness+probe+telugu
GCP,Advanced,What is the difference between Cloud Storage's object holds and retention policies?,Cloud Storage,Object holds,Retention policies,Compliance controls,A,Holds prevent deletion of specific objects; retention policies apply to all objects with minimum retention period.,Storage,https://cloud.google.com/storage/docs/bucket-lock,https://youtube.com/results?search_query=gcp+storage+holds+vs+retention,https://youtube.com/results?search_query=gcp+storage+holds+vs+retention+hindi,https://youtube.com/results?search_query=gcp+storage+holds+vs+retention+kannada,https://youtube.com/results?search_query=gcp+storage+holds+vs+retention+tamil,https://youtube.com/results?search_query=gcp+storage+holds+vs+retention+telugu
GCP,Advanced,How does Cloud Build's build history retention affect storage costs and debugging?,Cloud Build,Build history,Retention policy,Debugging capability,A,Build history retention controls how long build logs are stored, balancing debugging needs with storage costs.,CI/CD,https://cloud.google.com/build/docs/build-history,https://youtube.com/results?search_query=gcp+cloud+build+history+retention,https://youtube.com/results?search_query=gcp+cloud+build+history+retention+hindi,https://youtube.com/results?search_query=gcp+cloud+build+history+retention+kannada,https://youtube.com/results?search_query=gcp+cloud+build+history+retention+tamil,https://youtube.com/results?search_query=gcp+cloud+build+history+retention+telugu
GCP,Advanced,What is the purpose of Cloud Dataflow's streaming analytics and how does it handle late data?,Dataflow,Streaming analytics,Late data,Watermarks,A,Dataflow uses watermarks and allowed lateness to handle late-arriving data in streaming pipelines with windowing.,Data Analytics,https://cloud.google.com/dataflow/docs/concepts/streaming-pipelines,https://youtube.com/results?search_query=gcp+dataflow+streaming+late+data,https://youtube.com/results?search_query=gcp+dataflow+streaming+late+data+hindi,https://youtube.com/results?search_query=gcp+dataflow+streaming+late+data+kannada,https://youtube.com/results?search_query=gcp+dataflow+streaming+late+data+tamil,https://youtube.com/results?search_query=gcp+dataflow+streaming+late+data+telugu
GCP,Advanced,How does Cloud Run's maximum instances setting affect scaling and cost management?,Cloud Run,Max instances,Scaling limits,Cost control,A,Maximum instances caps horizontal scaling to control costs and prevent runaway scaling during traffic spikes.,Compute,https://cloud.google.com/run/docs/configuring/max-instances,https://youtube.com/results?search_query=gcp+cloud+run+max+instances+scaling,https://youtube.com/results?search_query=gcp+cloud+run+max+instances+scaling+hindi,https://youtube.com/results?search_query=gcp+cloud+run+max+instances+scaling+kannada,https://youtube.com/results?search_query=gcp+cloud+run+max+instances+scaling+tamil,https://youtube.com/results?search_query=gcp+cloud+run+max+instances+scaling+telugu
GCP,Advanced,What is the difference between Cloud IAM's policy binding hierarchy and inheritance?,IAM,Policy hierarchy,Inheritance,Resource organization,A,Policy hierarchy allows policies at org/folder/project levels with inheritance to child resources for centralized management.,IAM,https://cloud.google.com/iam/docs/resource-hierarchy-access-control,https://youtube.com/results?search_query=gcp+iam+policy+hierarchy+inheritance,https://youtube.com/results?search_query=gcp+iam+policy+hierarchy+inheritance+hindi,https://youtube.com/results?search_query=gcp+iam+policy+hierarchy+inheritance+kannada,https://youtube.com/results?search_query=gcp+iam+policy+hierarchy+inheritance+tamil,https://youtube.com/results?search_query=gcp+iam+policy+hierarchy+inheritance+telugu
GCP,Advanced,How does Cloud SQL's automated backups differ from on-demand backups?,Cloud SQL,Automated backups,On-demand backups,Backup scheduling,A,Automated backups run daily with point-in-time recovery; on-demand backups are manually triggered full backups.,Databases,https://cloud.google.com/sql/docs/mysql/backup-recovery/backups,https://youtube.com/results?search_query=gcp+cloud+sql+automated+vs+on+demand+backups,https://youtube.com/results?search_query=gcp+cloud+sql+automated+vs+on+demand+backups+hindi,https://youtube.com/results?search_query=gcp+cloud+sql+automated+vs+on+demand+backups+kannada,https://youtube.com/results?search_query=gcp+cloud+sql+automated+vs+on+demand+backups+tamil,https://youtube.com/results?search_query=gcp+cloud+sql+automated+vs+on+demand+backups+telugu
GCP,Advanced,What is the purpose of Cloud Build's build timeout and how does it prevent runaway builds?,Cloud Build,Build timeout,Runaway builds,Cost control,A,Build timeout automatically fails builds exceeding specified duration to prevent infinite loops and cost overruns.,CI/CD,https://cloud.google.com/build/docs/build-configuration-file-schema#timeout,https://youtube.com/results?search_query=gcp+cloud+build+timeout,https://youtube.com/results?search_query=gcp+cloud+build+timeout+hindi,https://youtube.com/results?search_query=gcp+cloud+build+timeout+kannada,https://youtube.com/results?search_query=gcp+cloud+build+timeout+tamil,https://youtube.com/results?search_query=gcp+cloud+build+timeout+telugu
GCP,Advanced,How does Cloud Run's concurrency setting affect request processing and scaling?,Cloud Run,Concurrency setting,Request queuing,Autoscaling,A,Concurrency determines requests per instance, affecting queuing behavior and autoscaling decisions (scale on queue depth).,Compute,https://cloud.google.com/run/docs/about-concurrency,https://youtube.com/results?search_query=gcp+cloud+run+concurrency+scaling,https://youtube.com/results?search_query=gcp+cloud+run+concurrency+scaling+hindi,https://youtube.com/results?search_query=gcp+cloud+run+concurrency+scaling+kannada,https://youtube.com/results?search_query=gcp+cloud+run+concurrency+scaling+tamil,https://youtube.com/results?search_query=gcp+cloud+run+concurrency+scaling+telugu
GCP,Advanced,What is the difference between Cloud Storage's object metadata and custom metadata?,Cloud Storage,Object metadata,Custom metadata,Key-value pairs,A,Object metadata includes system fields (content-type); custom metadata are user-defined key-value pairs.,Storage,https://cloud.google.com/storage/docs/metadata,https://youtube.com/results?search_query=gcp+storage+metadata+vs+custom+metadata,https://youtube.com/results?search_query=gcp+storage+metadata+vs+custom+metadata+hindi,https://youtube.com/results?search_query=gcp+storage+metadata+vs+custom+metadata+kannada,https://youtube.com/results?search_query=gcp+storage+metadata+vs+custom+metadata+tamil,https://youtube.com/results?search_query=gcp+storage+metadata+vs+custom+metadata+telugu
GCP,Advanced,How does Cloud Build's build cache improve subsequent build performance?,Cloud Build,Build cache,Cache reuse,Faster builds,A,Build cache stores intermediate build artifacts to skip unchanged steps in subsequent builds, dramatically speeding builds.,CI/CD,https://cloud.google.com/build/docs/build-artifacts-cache,https://youtube.com/results?search_query=gcp+cloud+build+cache+performance,https://youtube.com/results?search_query=gcp+cloud+build+cache+performance+hindi,https://youtube.com/results?search_query=gcp+cloud+build+cache+performance+kannada,https://youtube.com/results?search_query=gcp+cloud+build+cache+performance+tamil,https://youtube.com/results?search_query=gcp+cloud+build+cache+performance+telugu
GCP,Advanced,What is the purpose of Cloud Run's ingress settings and how do they control traffic sources?,Cloud Run,Ingress settings,Traffic control,Internal access,A,Ingress settings control which traffic can reach service: internal-only, internal+load balancing, or all.,Compute,https://cloud.google.com/run/docs/securing/ingress,https://youtube.com/results?search_query=gcp+cloud+run+ingress+settings,https://youtube.com/results?search_query=gcp+cloud+run+ingress+settings+hindi,https://youtube.com/results?search_query=gcp+cloud+run+ingress+settings+kannada,https://youtube.com/results?search_query=gcp+cloud+run+ingress+settings+tamil,https://youtube.com/results?search_query=gcp+cloud+run+ingress+settings+telugu
GCP,Advanced,How does Cloud Monitoring's alerting channels differ from notification channels?,Cloud Monitoring,Alerting channels,Notification channels,Integration points,A,Alerting channels define how alerts are delivered (email, SMS, webhook); notification channels are specific endpoints.,Monitoring,https://cloud.google.com/monitoring/support/notification-options,https://youtube.com/results?search_query=gcp+monitoring+alerting+vs+notification+channels,https://youtube.com/results?search_query=gcp+monitoring+alerting+vs+notification+channels+hindi,https://youtube.com/results?search_query=gcp+monitoring+alerting+vs+notification+channels+kannada,https://youtube.com/results?search_query=gcp+monitoring+alerting+vs+notification+channels+tamil,https://youtube.com/results?search_query=gcp+monitoring+alerting+vs+notification+channels+telugu
GCP,Advanced,What is the difference between Cloud SQL's maintenance window and maintenance updates?,Cloud SQL,Maintenance window,Maintenance updates,Scheduled maintenance,A,Maintenance window defines when updates can occur; maintenance updates are actual patches applied during window.,Databases,https://cloud.google.com/sql/docs/mysql/maintenance,https://youtube.com/results?search_query=gcp+cloud+sql+maintenance+window+vs+updates,https://youtube.com/results?search_query=gcp+cloud+sql+maintenance+window+vs+updates+hindi,https://youtube.com/results?search_query=gcp+cloud+sql+maintenance+window+vs+updates+kannada,https://youtube.com/results?search_query=gcp+cloud+sql+maintenance+window+vs+updates+tamil,https://youtube.com/results?search_query=gcp+cloud+sql+maintenance+window+vs+updates+telugu
GCP,Advanced,How does Cloud Build's build triggers with branch/tag patterns enable environment-specific builds?,Cloud Build,Branch patterns,Tag patterns,Environment builds,A,Branch/tag patterns trigger builds only for matching refs, enabling separate builds for dev/staging/production branches.,CI/CD,https://cloud.google.com/build/docs/automating-builds/create-manage-triggers#branch_and_tag_patterns,https://youtube.com/results?search_query=gcp+cloud+build+branch+patterns,https://youtube.com/results?search_query=gcp+cloud+build+branch+patterns+hindi,https://youtube.com/results?search_query=gcp+cloud+build+branch+patterns+kannada,https://youtube.com/results?search_query=gcp+cloud+build+branch+patterns+tamil,https://youtube.com/results?search_query=gcp+cloud+build+branch+patterns+telugu
GCP,Advanced,What is the purpose of Cloud Run's binary authorization and how does it enhance security?,Cloud Run,Binary authorization,Image validation,Security policy,A,Binary authorization validates container images against policies before deployment, preventing untrusted images.,Security,https://cloud.google.com/binary-authorization/docs/overview,https://youtube.com/results?search_query=gcp+cloud+run+binary+authorization,https://youtube.com/results?search_query=gcp+cloud+run+binary+authorization+hindi,https://youtube.com/results?search_query=gcp+cloud+run+binary+authorization+kannada,https://youtube.com/results?search_query=gcp+cloud+run+binary+authorization+tamil,https://youtube.com/results?search_query=gcp+cloud+run+binary+authorization+telugu
GCP,Advanced,How does Cloud Storage's object composition differ from concatenation for large objects?,Cloud Storage,Object composition,Concatenation,Parallel uploads,A,Composition combines multiple objects into one without data transfer; concatenation requires uploading combined data.,Storage,https://cloud.google.com/storage/docs/composite-objects,https://youtube.com/results?search_query=gcp+storage+object+composition,https://youtube.com/results?search_query=gcp+storage+object+composition+hindi,https://youtube.com/results?search_query=gcp+storage+object+composition+kannada,https://youtube.com/results?search_query=gcp+storage+object+composition+tamil,https://youtube.com/results?search_query=gcp+storage+object+composition+telugu
GCP,Advanced,What is the difference between Cloud IAM's temporary access tokens and service account keys?,IAM,Temporary tokens,Service account keys,Authentication methods,A,Temporary tokens are short-lived OAuth2 tokens; service account keys are long-lived credentials (less secure).,IAM,https://cloud.google.com/iam/docs/best-practices-service-accounts,https://youtube.com/results?search_query=gcp+iam+temporary+tokens+vs+keys,https://youtube.com/results?search_query=gcp+iam+temporary+tokens+vs+keys+hindi,https://youtube.com/results?search_query=gcp+iam+temporary+tokens+vs+keys+kannada,https://youtube.com/results?search_query=gcp+iam+temporary+tokens+vs+keys+tamil,https://youtube.com/results?search_query=gcp+iam+temporary+tokens+vs+keys+telugu
GCP,Advanced,How does Cloud Run's CPU boost during startup improve cold start performance?,Cloud Run,CPU boost,Cold start optimization,Startup speed,A,CPU boost allocates additional CPU during container startup to accelerate initialization, reducing cold start latency.,Compute,https://cloud.google.com/run/docs/tips#cold-starts,https://youtube.com/results?search_query=gcp+cloud+run+cpu+boost+cold+start,https://youtube.com/results?search_query=gcp+cloud+run+cpu+boost+cold+start+hindi,https://youtube.com/results?search_query=gcp+cloud+run+cpu+boost+cold+start+kannada,https://youtube.com/results?search_query=gcp+cloud+run+cpu+boost+cold+start+tamil,https://youtube.com/results?search_query=gcp+cloud+run+cpu+boost+cold+start+telugu
GCP,Advanced,What is the purpose of Cloud Build's build logs streaming and how does it aid debugging?,Cloud Build,Log streaming,Real-time debugging,Build monitoring,A,Log streaming provides real-time build log access during execution, enabling immediate issue identification.,CI/CD,https://cloud.google.com/build/docs/view-build-logs,https://youtube.com/results?search_query=gcp+cloud+build+log+streaming,https://youtube.com/results?search_query=gcp+cloud+build+log+streaming+hindi,https://youtube.com/results?search_query=gcp+cloud+build+log+streaming+kannada,https://youtube.com/results?search_query=gcp+cloud+build+log+streaming+tamil,https://youtube.com/results?search_query=gcp+cloud+build+log+streaming+telugu
GCP,Advanced,How does Cloud Storage's object immutability with retention locks differ from versioning?,Cloud Storage,Retention locks,Object immutability,Versioning,A,Retention locks make objects immutable for compliance; versioning keeps multiple mutable versions of objects.,Storage,https://cloud.google.com/storage/docs/object-holds,https://youtube.com/results?search_query=gcp+storage+retention+locks+vs+versioning,https://youtube.com/results?search_query=gcp+storage+retention+locks+vs+versioning+hindi,https://youtube.com/results?search_query=gcp+storage+retention+locks+vs+versioning+kannada,https://youtube.com/results?search_query=gcp+storage+retention+locks+vs+versioning+tamil,https://youtube.com/results?search_query=gcp+storage+retention+locks+vs+versioning+telugu
GCP,Advanced,What is the difference between Cloud Run's traffic splitting and gradual rollouts?,Cloud Run,Traffic splitting,Gradual rollouts,Canary deployments,A,Traffic splitting routes percentages to different revisions; gradual rollouts automatically shift traffic over time.,Compute,https://cloud.google.com/run/docs/rollouts-rollbacks-traffic-migration,https://youtube.com/results?search_query=gcp+cloud+run+traffic+splitting+rollouts,https://youtube.com/results?search_query=gcp+cloud+run+traffic+splitting+rollouts+hindi,https://youtube.com/results?search_query=gcp+cloud+run+traffic+splitting+rollouts+kannada,https://youtube.com/results?search_query=gcp+cloud+run+traffic+splitting+rollouts+tamil,https://youtube.com/results?search_query=gcp+cloud+run+traffic+splitting+rollouts+telugu
GCP,Advanced,How does Cloud Build's build failure notifications differ from build status notifications?,Cloud Build,Failure notifications,Status notifications,Alerting granularity,A,Failure notifications only alert on build failures; status notifications report all build outcomes (success/failure).,CI/CD,https://cloud.google.com/build/docs/configuring-notifications/notifications,https://youtube.com/results?search_query=gcp+cloud+build+failure+vs+status+notifications,https://youtube.com/results?search_query=gcp+cloud+build+failure+vs+status+notifications+hindi,https://youtube.com/results?search_query=gcp+cloud+build+failure+vs+status+notifications+kannada,https://youtube.com/results?search_query=gcp+cloud+build+failure+vs+status+notifications+tamil,https://youtube.com/results?search_query=gcp+cloud+build+failure+vs+status+notifications+telugu
GCP,Advanced,What is the purpose of Cloud Run's service account binding and how does it affect permissions?,Cloud Run,Service accounts,Permission binding,Identity management,A,Service account binding assigns identity to Cloud Run service, determining which GCP resources it can access.,Compute,https://cloud.google.com/run/docs/securing/service-identity,https://youtube.com/results?search_query=gcp+cloud+run+service+account+binding,https://youtube.com/results?search_query=gcp+cloud+run+service+account+binding+hindi,https://youtube.com/results?search_query=gcp+cloud+run+service+account+binding+kannada,https://youtube.com/results?search_query=gcp+cloud+run+service+account+binding+tamil,https://youtube.com/results?search_query=gcp+cloud+run+service+account+binding+telugu
GCP,Advanced,How does Cloud Storage's object lifecycle management with conditions differ from simple rules?,Cloud Storage,Lifecycle conditions,Rule-based management,Automated transitions,A,Lifecycle conditions allow complex rules based on age, storage class, or object state; simple rules use fixed schedules.,Storage,https://cloud.google.com/storage/docs/lifecycle,https://youtube.com/results?search_query=gcp+storage+lifecycle+conditions,https://youtube.com/results?search_query=gcp+storage+lifecycle+conditions+hindi,https://youtube.com/results?search_query=gcp+storage+lifecycle+conditions+kannada,https://youtube.com/results?search_query=gcp+storage+lifecycle+conditions+tamil,https://youtube.com/results?search_query=gcp+storage+lifecycle+conditions+telugu
GCP,Advanced,What is the difference between Cloud IAM's deny policies and allow policies for access control?,IAM,Deny policies,Allow policies,Policy evaluation,A,Deny policies explicitly block access even if allow policies grant it; allow policies grant permissions when no deny.,IAM,https://cloud.google.com/iam/docs/deny-overview,https://youtube.com/results?search_query=gcp+iam+deny+vs+allow+policies,https://youtube.com/results?search_query=gcp+iam+deny+vs+allow+policies+hindi,https://youtube.com/results?search_query=gcp+iam+deny+vs+allow+policies+kannada,https://youtube.com/results?search_query=gcp+iam+deny+vs+allow+policies+tamil,https://youtube.com/results?search_query=gcp+iam+deny+vs+allow+policies+telugu
GCP,Advanced,How does Cloud Run's startup CPU boost differ from request CPU allocation?,Cloud Run,Startup CPU,Request CPU,Resource allocation,A,Startup CPU boost applies during container initialization; request CPU is allocated during request processing.,Compute,https://cloud.google.com/run/docs/configuring/cpu,https://youtube.com/results?search_query=gcp+cloud+run+startup+vs+request+cpu,https://youtube.com/results?search_query=gcp+cloud+run+startup+vs+request+cpu+hindi,https://youtube.com/results?search_query=gcp+cloud+run+startup+vs+request+cpu+kannada,https://youtube.com/results?search_query=gcp+cloud+run+startup+vs+request+cpu+tamil,https://youtube.com/results?search_query=gcp+cloud+run+startup+vs+request+cpu+telugu
GCP,Advanced,What is the purpose of Cloud Build's build approval process and how does it enable gated deployments?,Cloud Build,Build approval,Gated deployments,Manual intervention,A,Build approval requires manual approval before continuing pipeline, enabling control over production deployments.,CI/CD,https://cloud.google.com/build/docs/automating-builds/approve-builds,https://youtube.com/results?search_query=gcp+cloud+build+approval+process,https://youtube.com/results?search_query=gcp+cloud+build+approval+process+hindi,https://youtube.com/results?search_query=gcp+cloud+build+approval+process+kannada,https://youtube.com/results?search_query=gcp+cloud+build+approval+process+tamil,https://youtube.com/results?search_query=gcp+cloud+build+approval+process+telugu
GCP,Advanced,How does Cloud Storage's object retention period differ from legal holds for compliance?,Cloud Storage,Retention period,Legal holds,Compliance duration,A,Retention period is fixed duration; legal holds are indefinite until explicitly released by authorized users.,Storage,https://cloud.google.com/storage/docs/bucket-lock,https://youtube.com/results?search_query=gcp+storage+retention+period+vs+legal+holds,https://youtube.com/results?search_query=gcp+storage+retention+period+vs+legal+holds+hindi,https://youtube.com/results?search_query=gcp+storage+retention+period+vs+legal+holds+kannada,https://youtube.com/results?search_query=gcp+storage+retention+period+vs+legal+holds+tamil,https://youtube.com/results?search_query=gcp+storage+retention+period+vs+legal+holds+telugu
GCP,Advanced,What is the difference between Cloud Run's min scale and max scale settings for autoscaling?,Cloud Run,Min scale,Max scale,Autoscaling bounds,A,Min scale keeps instances always running; max scale caps maximum instances for cost control and resource limits.,Compute,https://cloud.google.com/run/docs/configuring/min-max-instances,https://youtube.com/results?search_query=gcp+cloud+run+min+max+scale,https://youtube.com/results?search_query=gcp+cloud+run+min+max+scale+hindi,https://youtube.com/results?search_query=gcp+cloud+run+min+max+scale+kannada,https://youtube.com/results?search_query=gcp+cloud+run+min+max+scale+tamil,https://youtube.com/results?search_query=gcp+cloud+run+min+max+scale+telugu
GCP,Advanced,How does Cloud Build's build workspace differ from build container for code isolation?,Cloud Build,Workspace,Container isolation,Build environment,A,Workspace is shared directory between build steps; each step runs in isolated container with specific tools.,CI/CD,https://cloud.google.com/build/docs/build-configuration-file-schema#workspace,https://youtube.com/results?search_query=gcp+cloud+build+workspace+container,https://youtube.com/results?search_query=gcp+cloud+build+workspace+container+hindi,https://youtube.com/results?search_query=gcp+cloud+build+workspace+container+kannada,https://youtube.com/results?search_query=gcp+cloud+build+workspace+container+tamil,https://youtube.com/results?search_query=gcp+cloud+build+workspace+container+telugu
GCP,Advanced,What is the purpose of Cloud Run's CPU allocation during request processing vs idle?,Cloud Run,CPU allocation,Request processing,Idle state,A,CPU is fully allocated during request processing; idle containers have minimal CPU for health checks only.,Compute,https://cloud.google.com/run/docs/configuring/cpu-allocation,https://youtube.com/results?search_query=gcp+cloud+run+cpu+request+vs+idle,https://youtube.com/results?search_query=gcp+cloud+run+cpu+request+vs+idle+hindi,https://youtube.com/results?search_query=gcp+cloud+run+cpu+request+vs+idle+kannada,https://youtube.com/results?search_query=gcp+cloud+run+cpu+request+vs+idle+tamil,https://youtube.com/results?search_query=gcp+cloud+run+cpu+request+vs+idle+telugu
GCP,Advanced,How does Cloud Storage's object metadata indexing differ from custom metadata search?,Cloud Storage,Metadata indexing,Custom metadata,Search capability,A,System metadata is indexed for fast filtering; custom metadata requires separate indexing solution for search.,Storage,https://cloud.google.com/storage/docs/metadata,https://youtube.com/results?search_query=gcp+storage+metadata+indexing+search,https://youtube.com/results?search_query=gcp+storage+metadata+indexing+search+hindi,https://youtube.com/results?search_query=gcp+storage+metadata+indexing+search+kannada,https://youtube.com/results?search_query=gcp+storage+metadata+indexing+search+tamil,https://youtube.com/results?search_query=gcp+storage+metadata+indexing+search+telugu